"Trt" "NumPop" "Type" "Demog" "Envi" "SET" "NumInd" "DataSetNames" "GoodBFfile" "numNeut" "numSel" "xtx.999perc" "bf.999perc" "rho.999perc" "xtx.FPR" "bf.FPR" "rho.FPR" "xtx.TPR" "bf.TPR" "rho.TPR" "cpname" "K5.999perc" "KTW.999perc" "KTW" "Lq.K.5.FPR" "Lq.K.TW.FPR" "L.empQ.K.5.FPR" "L.empQ.K.TW.FPR" "Lq.K.5.TPR" "Lq.K.TW.TPR" "L.empQ.K.5.TPR" "L.empQ.K.TW.TPR" "pca.FPR.K10S" "pca.TPR.K10S" "pca.commonSelFactor.K10S" "pca.NumLocicommonSelFactor.K10S" "pca.FPR.K20S" "pca.TPR.K20S" "pca.commonSelFactor.K20S" "pca.NumLocicommonSelFactor.K20S" "pca.FPR.K10NS" "pca.TPR.K10NS" "pca.commonSelFactor.K10NS" "pca.NumLocicommonSelFactor.K10NS" "Vall.none" "Vall.pcadapt" "Vall.lfmm" "Vall.lfmm.pcadapt" "Vall.bf" "Vall.bf.pcadapt" "Vall.bf.lfmm" "Vall.bf.lfmm.pcadapt" "Vall.xtx" "Vall.xtx.pcadapt" "Vall.xtx.lfmm" "Vall.xtx.lfmm.pcadapt" "Vall.xtx.bf" "Vall.xtx.bf.pcadapt" "Vall.xtx.bf.lfmm" "Vall.xtx.bf.lfmm.pcadapt" "Vs.weak.none" "Vs.weak.pcadapt" "Vs.weak.lfmm" "Vs.weak.lfmm.pcadapt" "Vs.weak.bf" "Vs.weak.bf.pcadapt" "Vs.weak.bf.lfmm" "Vs.weak.bf.lfmm.pcadapt" "Vs.weak.xtx" "Vs.weak.xtx.pcadapt" "Vs.weak.xtx.lfmm" "Vs.weak.xtx.lfmm.pcadapt" "Vs.weak.xtx.bf" "Vs.weak.xtx.bf.pcadapt" "Vs.weak.xtx.bf.lfmm" "Vs.weak.xtx.bf.lfmm.pcadapt" "Vs.strong.none" "Vs.strong.pcadapt" "Vs.strong.lfmm" "Vs.strong.lfmm.pcadapt" "Vs.strong.bf" "Vs.strong.bf.pcadapt" "Vs.strong.bf.lfmm" "Vs.strong.bf.lfmm.pcadapt" "Vs.strong.xtx" "Vs.strong.xtx.pcadapt" "Vs.strong.xtx.lfmm" "Vs.strong.xtx.lfmm.pcadapt" "Vs.strong.xtx.bf" "Vs.strong.xtx.bf.pcadapt" "Vs.strong.xtx.bf.lfmm" "Vs.strong.xtx.bf.lfmm.pcadapt" "NotFound" "GEAonly" "FSTonly" "Both"
"P60" 60 "Pair" "1R" "1351142954_453" 1 30 "1R_P60_1351142954_453_1_NumPops=60_NumInd=30.bayenv" TRUE 9900 99 93.179 0.915252054962767 0.22352 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.616161616161616 0.717171717171717 0.414141414141414 "../LFMMBayenv2PCAdaptResults/1R_P60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.8669 2.82478 38 0.596767676767677 0 0.000101010101010101 0.000101010101010101 0.878787878787879 0.696969696969697 0.717171717171717 0.767676767676768 0.000101010101010101 0.454545454545455 "9" 75 0.000101010101010101 0.313131313131313 8 80 0.000101010101010101 0.535353535353535 1 76 "20" "0" "7" "0" "2" "0" "9" "0" "0" "0" "0" "1" "1" "0" "15" "44" "14" "0" "7" "0" "1" "0" "7" "0" "0" "0" "0" "1" "1" "0" "10" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "20" "18" "0" "61"
"P60" 60 "Pair" "2R" "1351142954_453" 2 30 "2R_P60_1351142954_453_2_NumPops=60_NumInd=30.bayenv" TRUE 9900 99 89.512 0.534863410548415 0.18645 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.888888888888889 0.858585858585859 0.191919191919192 "../LFMMBayenv2PCAdaptResults/2R_P60_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.7645 2.57395 33 0.595858585858586 0 0.000101010101010101 0.000101010101010101 0.94949494949495 0.848484848484849 0.909090909090909 0.858585858585859 0.000101010101010101 0.919191919191919 "8" 91 0.000101010101010101 0.939393939393939 17 91 0.000101010101010101 0.848484848484849 1 92 "6" "1" "0" "0" "0" "2" "0" "2" "1" "2" "0" "4" "0" "2" "1" "78" "5" "1" "0" "0" "0" "2" "0" "2" "0" "1" "0" "4" "0" "2" "0" "32" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "6" "0" "4" "89"
"P60" 60 "Pair" "IBD" "1351142954_453" 3 30 "IBD_P60_1351142954_453_3_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 93.784 0.683200185635447 0.24813 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.56 0.06 "../LFMMBayenv2PCAdaptResults/IBD_P60_1351142954_453_3_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 12.992 3.87848 30 0.538989898989899 0.00131313131313131 0.000202020202020202 0.000101010101010101 1 0.98 1 0.84 0.000202020202020202 1 "9" 100 0.000202020202020202 1 7 100 0.000202020202020202 0.98 5 100 "0" "1" "0" "0" "0" "0" "0" "0" "0" "14" "0" "29" "0" "1" "0" "55" "0" "1" "0" "0" "0" "0" "0" "0" "0" "14" "0" "24" "0" "1" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "15" "85"
"P60" 60 "Pair" "IM" "1351142954_453" 4 30 "IM_P60_1351142954_453_4_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 93.784 1.22388515187589 0.25657 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.23 0.58 0.41 "../LFMMBayenv2PCAdaptResults/IM_P60_1351142954_453_4_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.43556 8.43556 5 0.234343434343434 0.234343434343434 0.000101010101010101 0.000101010101010101 1 1 0.69 0.69 0.000101010101010101 0.64 "9" 97 0.000101010101010101 0.59 1 98 0.000101010101010101 0.6 7 97 "30" "1" "5" "6" "0" "0" "1" "34" "0" "0" "0" "0" "0" "0" "0" "23" "30" "1" "5" "6" "0" "0" "1" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "30" "6" "1" "63"
"P60" 60 "Pair" "1R" "1351142970_988" 5 30 "1R_P60_1351142970_988_5_NumPops=60_NumInd=30.bayenv" TRUE 9900 97 94.732 0.244128618669466 0.19169 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.618556701030928 0.721649484536082 0.371134020618557 "../LFMMBayenv2PCAdaptResults/1R_P60_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 17.2396 2.52361 39 0.651313131313131 0 0.000101010101010101 0.000101010101010101 0.896907216494845 0.670103092783505 0.701030927835051 0.77319587628866 0.000101010101010101 0.54639175257732 "2" 73 0.000101010101010101 0 19 63 0.000101010101010101 0.43298969072165 7 67 "19" "0" "7" "0" "3" "0" "7" "1" "0" "0" "1" "0" "0" "0" "7" "52" "11" "0" "6" "0" "2" "0" "6" "1" "0" "0" "1" "0" "0" "0" "5" "18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "19" "17" "0" "61"
"P60" 60 "Pair" "2R" "1351142970_988" 6 30 "2R_P60_1351142970_988_6_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 86.278 0.121855182166855 0.20952 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.86 0.8 0.27 "../LFMMBayenv2PCAdaptResults/2R_P60_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.3407 2.45596 33 0.617474747474748 0 0.000101010101010101 0.000101010101010101 0.97 0.77 0.89 0.9 0.000101010101010101 0.9 "6" 91 0.000101010101010101 0.66 15 87 0.000101010101010101 0.8 7 92 "8" "0" "1" "4" "0" "0" "0" "1" "1" "0" "0" "6" "0" "1" "0" "78" "5" "0" "1" "4" "0" "0" "0" "1" "1" "0" "0" "4" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "8" "1" "1" "90"
"P60" 60 "Pair" "IBD" "1351142970_988" 7 30 "IBD_P60_1351142970_988_7_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 95.498 0.728321310191844 0.22868 0.000202020202020202 0.000101010101010101 0.000101010101010101 1 0.56 0.05 "../LFMMBayenv2PCAdaptResults/IBD_P60_1351142970_988_7_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 11.2048 3.77994 32 0.443838383838384 0.000909090909090909 0.000101010101010101 0.000101010101010101 1 0.83 0.08 0.7 0.000202020202020202 1 "9" 100 0.000101010101010101 0.96 9 99 0.000202020202020202 1 7 99 "0" "0" "0" "0" "0" "0" "0" "0" "0" "24" "0" "20" "0" "6" "0" "50" "0" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "18" "0" "1" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "24" "76"
"P60" 60 "Pair" "IM" "1351142970_988" 8 30 "IM_P60_1351142970_988_8_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 92.559 1.09506468954864 0.26602 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.28 0.62 0.34 "../LFMMBayenv2PCAdaptResults/IM_P60_1351142970_988_8_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.38817 8.38817 5 0.255252525252525 0.255252525252525 0.000101010101010101 0.000101010101010101 0.99 0.99 0.71 0.71 0.000101010101010101 0.67 "9" 92 0.000101010101010101 0.55 18 90 0.000101010101010101 0.59 7 92 "28" "1" "5" "4" "0" "0" "0" "34" "0" "0" "0" "0" "0" "0" "0" "28" "28" "1" "5" "4" "0" "0" "0" "10" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "28" "5" "1" "66"
"P60" 60 "Pair" "1R" "1351142986_950" 9 30 "1R_P60_1351142986_950_9_NumPops=60_NumInd=30.bayenv" TRUE 9900 97 95.114 0.433673846637061 0.17972 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.587628865979381 0.639175257731959 0.474226804123711 "../LFMMBayenv2PCAdaptResults/1R_P60_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 17.653 2.80742 38 0.717575757575758 0 0.000101010101010101 0.000101010101010101 0.835051546391753 0.56701030927835 0.670103092783505 0.618556701030928 0.000101010101010101 0.371134020618557 "10" 65 0.000101010101010101 0 13 64 0.000101010101010101 0.536082474226804 3 65 "31" "0" "2" "0" "1" "0" "6" "0" "1" "0" "0" "1" "3" "1" "17" "34" "19" "0" "1" "0" "1" "0" "6" "0" "1" "0" "0" "1" "2" "1" "15" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "31" "9" "1" "56"
"P60" 60 "Pair" "2R" "1351142986_950" 10 30 "2R_P60_1351142986_950_10_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 88.211 0.336359654465231 0.20099 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.91 0.86 0.3 "../LFMMBayenv2PCAdaptResults/2R_P60_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 13.2708 2.39065 36 0.571818181818182 0 0.000101010101010101 0.000101010101010101 0.94 0.83 0.89 0.89 0.000101010101010101 0.9 "2" 91 0.000101010101010101 0.27 2 89 0.000101010101010101 0.84 5 91 "9" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "4" "0" "1" "0" "85" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "4" "0" "1" "0" "39" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "9" "0" "1" "90"
"P60" 60 "Pair" "IBD" "1351142986_950" 11 30 "IBD_P60_1351142986_950_11_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 97.183 1.28298444013395 0.23932 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.47 0.01 "../LFMMBayenv2PCAdaptResults/IBD_P60_1351142986_950_11_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.5453 3.2385 31 0.554444444444444 0 0.000202020202020202 0.000101010101010101 1 0.79 0.99 0.8 0.000202020202020202 0.99 "7" 99 0.000202020202020202 0.98 18 99 0.000202020202020202 0.99 5 99 "1" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "35" "0" "2" "0" "45" "1" "0" "0" "0" "0" "0" "0" "0" "0" "17" "0" "23" "0" "1" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "17" "82"
"P60" 60 "Pair" "IM" "1351142986_950" 12 30 "IM_P60_1351142986_950_12_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 92.383 1.22819496996335 0.24527 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.4 0.66 0.52 "../LFMMBayenv2PCAdaptResults/IM_P60_1351142986_950_12_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.55372 8.55372 5 0.26010101010101 0.26010101010101 0.000101010101010101 0.000101010101010101 1 1 0.64 0.64 0.000101010101010101 0.59 "4" 99 0.000101010101010101 0.58 13 99 0.000101010101010101 0.56 8 98 "31" "0" "2" "1" "5" "0" "3" "18" "0" "0" "0" "0" "0" "0" "0" "40" "31" "0" "2" "1" "5" "0" "3" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "31" "10" "0" "59"
"T60.6x10s" 60 "Tran" "1R" "1351142954_453" 1 30 "1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=30.bayenv" TRUE 9900 97 91.524 0.571918360362814 0.22503 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.793814432989691 0.608247422680412 0.11340206185567 "../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 15.9757 2.63138 40 0.621313131313131 0 0.000101010101010101 0.000101010101010101 0.907216494845361 0.628865979381443 0.762886597938144 0.742268041237113 0.000101010101010101 0.670103092783505 "6" 83 0.000101010101010101 0.257731958762887 5 69 0.000101010101010101 0.474226804123711 6 82 "16" "0" "1" "1" "0" "0" "1" "1" "2" "7" "4" "7" "0" "0" "8" "49" "13" "0" "1" "1" "0" "0" "0" "1" "1" "4" "3" "5" "0" "0" "5" "12" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "16" "2" "9" "70"
"T60.6x10s" 60 "Tran" "2R" "1351142954_453" 2 30 "2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 86.107 0.610574998959417 0.24159 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.88 0.78 0.14 "../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.6712 2.39883 37 0.526060606060606 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.95 0.88 0.87 0.88 0.000101010101010101 0.9 "6" 91 0.000101010101010101 0.62 19 89 0.000101010101010101 0.79 5 90 "9" "0" "0" "2" "0" "0" "0" "1" "1" "2" "0" "8" "0" "0" "0" "77" "7" "0" "0" "2" "0" "0" "0" "1" "0" "1" "0" "8" "0" "0" "0" "31" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "9" "0" "3" "88"
"T60.6x10s" 60 "Tran" "IBD" "1351142954_453" 3 30 "IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 101.25 0.980852938698814 0.26741 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.96 0.53 0.07 "../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 14.7268 2.63856 42 0.612626262626263 0 0.000202020202020202 0.000101010101010101 1 0.83 0.99 0.97 0.000202020202020202 1 "2" 99 0.000101010101010101 0.89 18 98 0.000202020202020202 0.98 5 99 "0" "1" "0" "3" "0" "0" "0" "0" "0" "2" "0" "41" "0" "0" "0" "53" "0" "1" "0" "3" "0" "0" "0" "0" "0" "2" "0" "39" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "3" "97"
"T60.6x10s" 60 "Tran" "IM" "1351142954_453" 4 30 "IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 93.261 1.05230909964732 0.28702 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.43 0.8 0.6 "../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.24798 8.24798 5 0.22969696969697 0.22969696969697 0.000101010101010101 0.000101010101010101 1 1 0.89 0.89 0.000101010101010101 0.8 "8" 98 0.000101010101010101 0.64 18 98 0.000101010101010101 0.75 5 98 "10" "0" "5" "5" "1" "0" "4" "32" "0" "0" "0" "0" "0" "0" "0" "43" "10" "0" "5" "5" "1" "0" "4" "23" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "10" "10" "0" "80"
"T60.6x10s" 60 "Tran" "1R" "1351142970_988" 5 30 "1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=30.bayenv" TRUE 9900 98 91.192 -0.212291630389983 0.21322 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.673469387755102 0.63265306122449 0.520408163265306 "../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 10.1381 2.14841 37 0.440707070707071 0 0.000101010101010101 0.000101010101010101 0.887755102040816 0.561224489795918 0.744897959183674 0.663265306122449 0.000101010101010101 0.316326530612245 "7" 64 0.000101010101010101 0.336734693877551 13 72 0.000101010101010101 0.214285714285714 1 61 "29" "0" "1" "0" "0" "0" "2" "0" "1" "2" "3" "0" "1" "0" "30" "29" "21" "0" "1" "0" "0" "0" "2" "0" "0" "0" "3" "0" "0" "0" "20" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "29" "3" "3" "63"
"T60.6x10s" 60 "Tran" "2R" "1351142970_988" 6 30 "2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 85.422 0.356675855658637 0.22615 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.86 0.76 0.44 "../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 10.496 2.28514 36 0.39040404040404 0 0.000101010101010101 0.000101010101010101 0.96 0.69 0.89 0.86 0.000101010101010101 0.86 "10" 90 0.000101010101010101 0.35 15 85 0.000101010101010101 0.8 5 85 "9" "0" "1" "0" "0" "0" "1" "3" "1" "1" "1" "11" "0" "3" "1" "68" "7" "0" "1" "0" "0" "0" "1" "3" "0" "1" "1" "9" "0" "2" "1" "24" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "9" "2" "2" "87"
"T60.6x10s" 60 "Tran" "IBD" "1351142970_988" 7 30 "IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 93.617 1.62124900442698 0.27076 0.000202020202020202 0.000101010101010101 0.000101010101010101 1 0.08 0.07 "../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142970_988_7_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 10.5305 2.60777 37 0.378989898989899 0 0.000101010101010101 0.000101010101010101 1 0.13 0.07 0.3 0.000202020202020202 1 "5" 101 0.000101010101010101 0.81 7 92 0.000202020202020202 0.99 9 101 "0" "0" "0" "0" "0" "0" "0" "0" "0" "70" "0" "22" "0" "0" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "44" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "70" "30"
"T60.6x10s" 60 "Tran" "IM" "1351142970_988" 8 30 "IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 93.401 1.17280718836909 0.27787 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.24 0.69 0.64 "../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142970_988_8_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.61935 8.61935 5 0.241212121212121 0.241212121212121 0.000101010101010101 0.000101010101010101 0.98 0.98 0.67 0.67 0.000101010101010101 0.67 "4" 93 0.000101010101010101 0.53 12 89 0.000101010101010101 0.6 10 92 "27" "1" "1" "2" "4" "1" "1" "39" "0" "0" "0" "0" "0" "0" "0" "24" "27" "1" "1" "2" "4" "1" "1" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "27" "6" "1" "66"
"T60.6x10s" 60 "Tran" "1R" "1351142986_950" 9 30 "1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=30.bayenv" TRUE 9900 97 90.121 0.241546480596548 0.22898 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.628865979381443 0.577319587628866 0.268041237113402 "../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 17.4709 2.33154 39 0.66010101010101 0 0.000101010101010101 0.000101010101010101 0.835051546391753 0.536082474226804 0.65979381443299 0.711340206185567 0.000101010101010101 0.649484536082474 "7" 71 0.000101010101010101 0.185567010309278 3 38 0.000101010101010101 0.556701030927835 2 68 "27" "1" "4" "3" "0" "0" "0" "1" "0" "0" "0" "6" "0" "0" "3" "52" "16" "1" "4" "3" "0" "0" "0" "1" "0" "0" "0" "6" "0" "0" "0" "19" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "27" "4" "1" "65"
"T60.6x10s" 60 "Tran" "2R" "1351142986_950" 10 30 "2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 85.86 0.449478399187365 0.24197 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.89 0.86 0.34 "../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 15.2963 2.4572 38 0.582323232323232 0 0.000101010101010101 0.000101010101010101 0.95 0.85 0.87 0.88 0.000101010101010101 0.61 "10" 89 0.000101010101010101 0.12 16 89 0.000101010101010101 0.72 1 89 "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "1" "0" "24" "61" "7" "0" "0" "0" "0" "0" "0" "0" "0" "0" "3" "0" "0" "0" "19" "21" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "11" "0" "0" "89"
"T60.6x10s" 60 "Tran" "IBD" "1351142986_950" 11 30 "IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 94.517 1.16805530345914 0.28311 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.34 0.07 "../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 13.0324 2.68494 37 0.504343434343434 0 0.000101010101010101 0.000101010101010101 1 0.52 0.1 0.69 0.000202020202020202 0.99 "2" 99 0.000101010101010101 0.91 18 99 0.000202020202020202 0.98 5 99 "1" "0" "0" "0" "0" "0" "0" "0" "0" "25" "0" "40" "0" "5" "0" "29" "1" "0" "0" "0" "0" "0" "0" "0" "0" "22" "0" "17" "0" "2" "0" "4" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "25" "74"
"T60.6x10s" 60 "Tran" "IM" "1351142986_950" 12 30 "IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=30.bayenv" TRUE 9900 100 91.691 1.00953587661922 0.26862 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.38 0.68 0.54 "../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 8.28654 8.28654 5 0.242323232323232 0.242323232323232 0.000101010101010101 0.000101010101010101 0.98 0.98 0.68 0.68 0.000101010101010101 0.64 "1" 97 0.000101010101010101 0.5 3 95 0.000101010101010101 0.55 5 96 "27" "0" "5" "0" "4" "1" "0" "25" "0" "0" "0" "0" "0" "0" "0" "38" "27" "0" "5" "0" "4" "1" "0" "11" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "27" "9" "0" "64"
"R60" 60 "Rand" "1R" "1351142954_453" 1 30 "1R_R60_1351142954_453_1_NumPops=60_NumInd=30.bayenv" TRUE 9900 93 93.493 0.808656520906123 0.22888 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.623655913978495 0.752688172043011 0.043010752688172 "../LFMMBayenv2PCAdaptResults/1R_R60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 18.024 2.57897 39 0.71010101010101 0 0.000101010101010101 0.000101010101010101 0.935483870967742 0.612903225806452 0.709677419354839 0.763440860215054 0.000101010101010101 0.451612903225806 "4" 72 0.000101010101010101 0.193548387096774 14 61 0.000101010101010101 0.516129032258065 4 70 "18" "0" "5" "0" "2" "0" "10" "0" "0" "0" "0" "0" "2" "0" "14" "42" "13" "0" "3" "0" "2" "0" "10" "0" "0" "0" "0" "0" "1" "0" "9" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "18" "17" "0" "58"
"R60" 60 "Rand" "2R" "1351142954_453" 2 30 "2R_R60_1351142954_453_2_NumPops=60_NumInd=30.bayenv" TRUE 9900 99 88.54 0.509726586343526 0.20115 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.878787878787879 0.808080808080808 0 "../LFMMBayenv2PCAdaptResults/2R_R60_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval" 13.3704 2.46305 37 0.557979797979798 0 0.000101010101010101 0.000101010101010101 0.95959595959596 0.848484848484849 0.909090909090909 0.919191919191919 0.000101010101010101 0.909090909090909 "8" 91 0.000101010101010101 0.262626262626263 2 89 0.000101010101010101 0.838383838383838 4 92 "6" "0" "1" "1" "0" "0" "0" "4" "1" "0" "1" "9" "0" "1" "0" "75" "5" "0" "1" "1" "0" "0" "0" "4" "0" "0" "0" "8" "0" "1" "0" "29" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "6" "1" "1" "91"
