"Trt" "NumPop" "Type" "Demog" "Envi" "SET" "NumInd" "DataSetNames" "GoodBFfile" "numNeut" "numSel" "xtx.999perc" "bf.999perc" "rho.999perc" "xtx.FPR" "bf.FPR" "rho.FPR" "xtx.TPR" "bf.TPR" "rho.TPR" "cpname" "K5.999perc" "KTW.999perc" "KTW" "Lq.K.5.FPR" "Lq.K.TW.FPR" "L.empQ.K.5.FPR" "L.empQ.K.TW.FPR" "Lq.K.5.TPR" "Lq.K.TW.TPR" "L.empQ.K.5.TPR" "L.empQ.K.TW.TPR" "pca.FPR.K10S" "pca.TPR.K10S" "pca.commonSelFactor.K10S" "pca.NumLocicommonSelFactor.K10S" "pca.FPR.K20S" "pca.TPR.K20S" "pca.commonSelFactor.K20S" "pca.NumLocicommonSelFactor.K20S" "pca.FPR.K10NS" "pca.TPR.K10NS" "pca.commonSelFactor.K10NS" "pca.NumLocicommonSelFactor.K10NS" "Vall.none" "Vall.pcadapt" "Vall.lfmm" "Vall.lfmm.pcadapt" "Vall.bf" "Vall.bf.pcadapt" "Vall.bf.lfmm" "Vall.bf.lfmm.pcadapt" "Vall.xtx" "Vall.xtx.pcadapt" "Vall.xtx.lfmm" "Vall.xtx.lfmm.pcadapt" "Vall.xtx.bf" "Vall.xtx.bf.pcadapt" "Vall.xtx.bf.lfmm" "Vall.xtx.bf.lfmm.pcadapt" "Vs.weak.none" "Vs.weak.pcadapt" "Vs.weak.lfmm" "Vs.weak.lfmm.pcadapt" "Vs.weak.bf" "Vs.weak.bf.pcadapt" "Vs.weak.bf.lfmm" "Vs.weak.bf.lfmm.pcadapt" "Vs.weak.xtx" "Vs.weak.xtx.pcadapt" "Vs.weak.xtx.lfmm" "Vs.weak.xtx.lfmm.pcadapt" "Vs.weak.xtx.bf" "Vs.weak.xtx.bf.pcadapt" "Vs.weak.xtx.bf.lfmm" "Vs.weak.xtx.bf.lfmm.pcadapt" "Vs.strong.none" "Vs.strong.pcadapt" "Vs.strong.lfmm" "Vs.strong.lfmm.pcadapt" "Vs.strong.bf" "Vs.strong.bf.pcadapt" "Vs.strong.bf.lfmm" "Vs.strong.bf.lfmm.pcadapt" "Vs.strong.xtx" "Vs.strong.xtx.pcadapt" "Vs.strong.xtx.lfmm" "Vs.strong.xtx.lfmm.pcadapt" "Vs.strong.xtx.bf" "Vs.strong.xtx.bf.pcadapt" "Vs.strong.xtx.bf.lfmm" "Vs.strong.xtx.bf.lfmm.pcadapt" "NotFound" "GEAonly" "FSTonly" "Both"
"T60.6x10s" 60 "Tran" "IBD" "1351142986_950" 11 20 "IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=20.bayenv" TRUE 9900 100 83.411 1.06043340670274 0.20401 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.1 0.07 "../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142986_950_11_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" 10.2994 5.02969 21 0.368181818181818 0.0208080808080808 0.000101010101010101 0.000101010101010101 1 0.75 0.09 0.46 0.000202020202020202 0.99 "2" 99 0.000101010101010101 0.77 1 99 0.000202020202020202 0.99 3 98 "1" "0" "0" "0" "0" "0" "0" "0" "0" "53" "0" "36" "0" "0" "0" "10" "1" "0" "0" "0" "0" "0" "0" "0" "0" "32" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "53" "46"
"T60.6x10s" 60 "Tran" "IM" "1351142986_950" 12 20 "IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=20.bayenv" TRUE 9900 100 81.578 2.66761169820048 0.22897 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.43 0.42 "../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142986_950_12_NumPops=60_NumInd=20Bayenv2LFMMpca.Cpval" 6.36283 6.36283 5 0.114646464646465 0.114646464646465 0.000101010101010101 0.000101010101010101 0.96 0.96 0.69 0.69 0.000101010101010101 0.61 "5" 95 0.000101010101010101 0.48 19 92 0.000101010101010101 0.55 3 94 "30" "1" "9" "17" "0" "0" "0" "32" "0" "0" "0" "0" "0" "0" "0" "11" "30" "1" "8" "9" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "30" "9" "1" "60"
"T30.6x5s" 30 "Tran" "1R" "1351142954_453" 1 20 "1R_T30.T6x5s_1351142954_453_1_NumPops=30_NumInd=20.bayenv" TRUE 9900 96 51.822 -0.154102353851514 0.2903 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.53125 0.729166666666667 0.0104166666666667 "../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.58623 4.68795 17 0.244141414141414 0.0101010101010101 0.000101010101010101 0.000101010101010101 0.895833333333333 0.8125 0.645833333333333 0.635416666666667 0.000101010101010101 0.520833333333333 "6" 71 0.000101010101010101 0.302083333333333 7 62 0.000101010101010101 0.614583333333333 10 74 "19" "3" "0" "0" "9" "1" "12" "1" "0" "3" "0" "1" "0" "0" "6" "41" "12" "3" "0" "0" "5" "0" "12" "1" "0" "3" "0" "0" "0" "0" "1" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "19" "21" "6" "50"
"T30.6x5s" 30 "Tran" "2R" "1351142954_453" 2 20 "2R_T30.T6x5s_1351142954_453_2_NumPops=30_NumInd=20.bayenv" TRUE 9900 99 52.847 0.577526266285551 0.24801 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.656565656565657 0.818181818181818 0 "../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 9.31586 5.08502 15 0.285353535353535 0.0292929292929293 0.000101010101010101 0.000101010101010101 0.94949494949495 0.909090909090909 0.848484848484849 0.626262626262626 0.000101010101010101 0.838383838383838 "7" 90 0.000101010101010101 0.121212121212121 17 85 0.000101010101010101 0.808080808080808 9 87 "15" "3" "0" "0" "1" "9" "0" "6" "0" "0" "0" "0" "0" "9" "0" "56" "12" "3" "0" "0" "0" "9" "0" "6" "0" "0" "0" "0" "0" "6" "0" "13" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "15" "1" "3" "80"
"T30.6x5s" 30 "Tran" "IBD" "1351142954_453" 3 20 "IBD_T30.T6x5s_1351142954_453_3_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 46.988 -0.165604731586383 0.26809 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.55 0 "../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142954_453_3_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 9.68501 6.35665 13 0.334040404040404 0.0851515151515151 0.000101010101010101 0.000101010101010101 1 0.98 0.77 0.64 0.000202020202020202 0.98 "10" 99 0.000101010101010101 0.92 14 96 0.000101010101010101 0.93 3 99 "1" "0" "0" "0" "0" "0" "0" "0" "1" "34" "0" "9" "0" "0" "0" "55" "1" "0" "0" "0" "0" "0" "0" "0" "1" "34" "0" "7" "0" "0" "0" "3" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "35" "64"
"T30.6x5s" 30 "Tran" "IM" "1351142954_453" 4 20 "IM_T30.T6x5s_1351142954_453_4_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 42.944 0.162175936530163 0.29527 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.4 0.11 "../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142954_453_4_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 7.53674 7.60146 3 0.145757575757576 0.165151515151515 0.000101010101010101 0.000101010101010101 0.96 0.98 0.54 0.52 0.000101010101010101 0.29 "2" 92 0.000101010101010101 0.28 14 84 0.000101010101010101 0.41 4 90 "47" "0" "12" "1" "1" "0" "11" "17" "0" "0" "0" "0" "0" "0" "0" "11" "42" "0" "5" "0" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "47" "24" "0" "29"
"T30.6x5s" 30 "Tran" "1R" "1351142970_988" 5 20 "1R_T30.T6x5s_1351142970_988_5_NumPops=30_NumInd=20.bayenv" TRUE 9900 94 51.961 -0.318794955339289 0.17057 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.340425531914894 0.457446808510638 0.180851063829787 "../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.92818 3.91914 17 0.276969696969697 0.00101010101010101 0.000101010101010101 0.000101010101010101 0.882978723404255 0.680851063829787 0.585106382978723 0.48936170212766 0.000101010101010101 0.340425531914894 "3" 63 0.000101010101010101 0.0957446808510638 10 73 0.000101010101010101 0.24468085106383 2 57 "36" "4" "5" "1" "5" "0" "10" "1" "3" "0" "1" "1" "0" "0" "2" "25" "28" "3" "3" "1" "4" "0" "7" "0" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "36" "20" "7" "31"
"T30.6x5s" 30 "Tran" "2R" "1351142970_988" 6 20 "2R_T30.T6x5s_1351142970_988_6_NumPops=30_NumInd=20.bayenv" TRUE 9900 99 49.159 0.144169300041666 0.20608 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.131313131313131 0.686868686868687 0.363636363636364 "../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 6.88424 4.28546 15 0.137474747474747 0.00333333333333333 0.000101010101010101 0.000101010101010101 0.929292929292929 0.838383838383838 0.828282828282828 0.666666666666667 0.000101010101010101 0.838383838383838 "8" 88 0.000101010101010101 0.303030303030303 2 87 0.000101010101010101 0.747474747474748 3 88 "14" "11" "0" "5" "0" "7" "2" "47" "0" "1" "0" "0" "0" "0" "0" "12" "9" "11" "0" "5" "0" "4" "2" "18" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "14" "2" "12" "71"
"T30.6x5s" 30 "Tran" "IBD" "1351142970_988" 7 20 "IBD_T30.T6x5s_1351142970_988_7_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 44.448 0.487223245584333 0.21008 0.000202020202020202 0.000101010101010101 0.000101010101010101 1 0.07 0.03 "../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142970_988_7_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.32218 6.4054 10 0.217474747474747 0.071010101010101 0.000101010101010101 0.000101010101010101 0.86 0.73 0.07 0.07 0.000101010101010101 0.95 "9" 100 0.000101010101010101 0.95 5 99 0.000101010101010101 0.95 3 100 "0" "0" "0" "0" "0" "0" "0" "0" "5" "88" "0" "0" "0" "0" "0" "7" "0" "0" "0" "0" "0" "0" "0" "0" "5" "41" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "0" "0" "93" "7"
"T30.6x5s" 30 "Tran" "IM" "1351142970_988" 8 20 "IM_T30.T6x5s_1351142970_988_8_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.363 -0.357228910790246 0.22918 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.2 0.28 "../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142970_988_8_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 6.74085 7.67296 3 0.116060606060606 0.173333333333333 0.000101010101010101 0.000101010101010101 0.9 0.92 0.4 0.43 0.000101010101010101 0.31 "5" 80 0.000101010101010101 0.18 9 72 0.000101010101010101 0.37 6 75 "57" "0" "12" "11" "0" "0" "0" "9" "0" "0" "0" "0" "0" "0" "0" "11" "47" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "57" "12" "0" "31"
"T30.6x5s" 30 "Tran" "1R" "1351142986_950" 9 20 "1R_T30.T6x5s_1351142986_950_9_NumPops=30_NumInd=20.bayenv" TRUE 9900 93 51.72 0.053923150548575 0.23887 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.645161290322581 0.526881720430108 0.118279569892473 "../LFMMBayenv2PCAdaptResults/1R_T30.T6x5s_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 10.0591 4.84772 17 0.359090909090909 0.00787878787878788 0.000101010101010101 0.000101010101010101 0.838709677419355 0.709677419354839 0.67741935483871 0.473118279569892 0.000101010101010101 0.56989247311828 "9" 69 0.000101010101010101 0 2 61 0.000101010101010101 0.494623655913978 10 64 "29" "0" "1" "0" "2" "0" "1" "0" "2" "9" "0" "3" "2" "5" "3" "36" "19" "0" "1" "0" "2" "0" "1" "0" "2" "9" "0" "3" "2" "2" "0" "6" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "29" "4" "11" "49"
"T30.6x5s" 30 "Tran" "2R" "1351142986_950" 10 20 "2R_T30.T6x5s_1351142986_950_10_NumPops=30_NumInd=20.bayenv" TRUE 9900 97 49.953 0.294950954465268 0.23295 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.793814432989691 0.845360824742268 0.0309278350515464 "../LFMMBayenv2PCAdaptResults/2R_T30.T6x5s_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.91507 4.74805 16 0.303838383838384 0.00787878787878788 0.000101010101010101 0.000101010101010101 0.948453608247423 0.907216494845361 0.855670103092783 0.804123711340206 0.000101010101010101 0.814432989690722 "9" 89 0.000101010101010101 0 17 82 0.000101010101010101 0.762886597938144 10 87 "10" "0" "0" "0" "1" "0" "5" "4" "2" "2" "0" "1" "0" "4" "0" "68" "7" "0" "0" "0" "1" "0" "4" "4" "2" "2" "0" "0" "0" "4" "0" "25" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "10" "6" "4" "77"
"T30.6x5s" 30 "Tran" "IBD" "1351142986_950" 11 20 "IBD_T30.T6x5s_1351142986_950_11_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.146 1.38929015077929 0.23041 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.07 0.01 "../LFMMBayenv2PCAdaptResults/IBD_T30.T6x5s_1351142986_950_11_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.28152 7.0758 8 0.264646464646465 0.12959595959596 0.000101010101010101 0.000101010101010101 1 0.83 0.07 0.07 0.000202020202020202 0.99 "1" 98 0.000101010101010101 0.61 14 99 0.000101010101010101 0.92 2 99 "1" "0" "0" "0" "0" "0" "0" "0" "0" "92" "0" "0" "0" "0" "0" "7" "1" "0" "0" "0" "0" "0" "0" "0" "0" "45" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "92" "7"
"T30.6x5s" 30 "Tran" "IM" "1351142986_950" 12 20 "IM_T30.T6x5s_1351142986_950_12_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.847 -0.379093937596869 0.24334 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.24 0.23 "../LFMMBayenv2PCAdaptResults/IM_T30.T6x5s_1351142986_950_12_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 6.99085 7.50147 3 0.11949494949495 0.168989898989899 0.000101010101010101 0.000101010101010101 0.93 0.95 0.52 0.55 0.000101010101010101 0.45 "3" 84 0.000101010101010101 0.33 1 81 0.000101010101010101 0.41 2 84 "45" "0" "10" "21" "0" "0" "0" "13" "0" "0" "0" "0" "0" "0" "0" "11" "42" "0" "5" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "45" "10" "0" "45"
"T30.3x10s" 30 "Tran" "1R" "1351142954_453" 1 20 "1R_T30.T3x10_1351142954_453_1_NumPops=30_NumInd=20.bayenv" TRUE 9900 91 51.185 0.57388068620502 0.25634 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.131868131868132 0.32967032967033 0.0989010989010989 "../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142954_453_1_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 7.21618 4.76509 14 0.161818181818182 0.0096969696969697 0.000101010101010101 0.000101010101010101 0.67032967032967 0.461538461538462 0.318681318681319 0.186813186813187 0.000101010101010101 0.142857142857143 "3" 31 0.000101010101010101 0 16 29 0.000101010101010101 0.0879120879120879 5 34 "55" "4" "0" "0" "8" "4" "5" "3" "0" "1" "1" "0" "1" "1" "8" "0" "32" "4" "0" "0" "2" "2" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "2" "0" "0" "0" "0" "0" "2" "0" "0" "0" "1" "0" "0" "0" "8" "0" "55" "13" "5" "18"
"T30.3x10s" 30 "Tran" "2R" "1351142954_453" 2 20 "2R_T30.T3x10_1351142954_453_2_NumPops=30_NumInd=20.bayenv" TRUE 9900 97 49.872 0.586553549902881 0.23915 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.123711340206186 0.402061855670103 0.175257731958763 "../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142954_453_2_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.06249 5.39436 13 0.22949494949495 0.0356565656565657 0.000101010101010101 0.000101010101010101 0.855670103092783 0.731958762886598 0.443298969072165 0.329896907216495 0.000101010101010101 0 "1" 74 0.000101010101010101 0.0721649484536082 15 56 0.000101010101010101 0.175257731958763 3 52 "56" "0" "2" "0" "9" "0" "18" "0" "0" "0" "0" "0" "0" "0" "12" "0" "43" "0" "2" "0" "0" "0" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "0" "56" "29" "0" "12"
"T30.3x10s" 30 "Tran" "IBD" "1351142954_453" 3 20 "IBD_T30.T3x10_1351142954_453_3_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 47.254 0.235856568752974 0.2799 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.14 0.06 0 "../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142954_453_3_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 9.31011 6.78989 12 0.289191919191919 0.115353535353535 0.000101010101010101 0.000101010101010101 0.75 0.53 0.08 0.05 0.000101010101010101 0 "7" 87 0.000101010101010101 0.43 20 86 0.000101010101010101 0 4 42 "86" "0" "0" "0" "0" "0" "0" "0" "7" "0" "1" "0" "2" "0" "4" "0" "44" "0" "0" "0" "0" "0" "0" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "1" "0" "0" "0" "2" "0" "4" "0" "86" "0" "7" "7"
"T30.3x10s" 30 "Tran" "IM" "1351142954_453" 4 20 "IM_T30.T3x10_1351142954_453_4_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.577 -0.0387545577981305 0.23282 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.12 0.11 "../LFMMBayenv2PCAdaptResults/IM_T30.T3x10_1351142954_453_4_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 6.962 7.43071 3 0.124444444444444 0.178383838383838 0.000101010101010101 0.000101010101010101 0.89 0.9 0.15 0.14 0.000101010101010101 0.13 "10" 71 0.000101010101010101 0.12 13 60 0.000101010101010101 0.19 4 70 "85" "1" "1" "1" "0" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "11" "48" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "85" "2" "1" "12"
"T30.3x10s" 30 "Tran" "1R" "1351142970_988" 5 20 "1R_T30.T3x10_1351142970_988_5_NumPops=30_NumInd=20.bayenv" TRUE 9900 93 52.664 1.15152306756494 0.28235 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.494623655913978 0.494623655913978 0.354838709677419 "../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 11.1565 5.59168 16 0.430909090909091 0.0463636363636364 0.000101010101010101 0.000101010101010101 0.903225806451613 0.870967741935484 0.580645161290323 0.344086021505376 0.000101010101010101 0.516129032258065 "10" 59 0.000101010101010101 0.172043010752688 6 54 0.000101010101010101 0.397849462365591 8 54 "31" "2" "0" "1" "4" "2" "2" "5" "6" "7" "0" "0" "0" "9" "2" "22" "24" "1" "0" "0" "4" "2" "1" "2" "6" "4" "0" "0" "0" "3" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "31" "6" "15" "41"
"T30.3x10s" 30 "Tran" "2R" "1351142970_988" 6 20 "2R_T30.T3x10_1351142970_988_6_NumPops=30_NumInd=20.bayenv" TRUE 9900 99 52.36 0.109443547064349 0.18576 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.757575757575758 0.727272727272727 0.242424242424242 "../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.43115 4.54047 16 0.253131313131313 0.00646464646464646 0.000101010101010101 0.000101010101010101 0.96969696969697 0.909090909090909 0.878787878787879 0.828282828282828 0.000101010101010101 0.808080808080808 "10" 88 0.000101010101010101 0.222222222222222 10 61 0.000101010101010101 0.818181818181818 6 86 "12" "0" "2" "4" "0" "0" "3" "3" "0" "2" "1" "6" "1" "2" "0" "63" "8" "0" "2" "4" "0" "0" "1" "3" "0" "1" "0" "5" "1" "2" "0" "22" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "12" "5" "2" "80"
"T30.3x10s" 30 "Tran" "IBD" "1351142970_988" 7 20 "IBD_T30.T3x10_1351142970_988_7_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 47.584 0.923078146583229 0.27297 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.1 0 "../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142970_988_7_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 9.51649 7.30644 12 0.310909090909091 0.170606060606061 0.000101010101010101 0.000101010101010101 1 0.93 0.36 0.09 0.000101010101010101 0.96 "4" 101 0.000101010101010101 0.54 7 99 0.000101010101010101 0.97 2 99 "1" "0" "0" "0" "0" "0" "0" "0" "3" "85" "0" "1" "0" "2" "0" "8" "1" "0" "0" "0" "0" "0" "0" "0" "3" "42" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "88" "11"
"T30.3x10s" 30 "Tran" "IM" "1351142970_988" 8 20 "IM_T30.T3x10_1351142970_988_8_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.383 -0.00764534001454443 0.2304 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.11 0.22 0.13 "../LFMMBayenv2PCAdaptResults/IM_T30.T3x10_1351142970_988_8_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 6.87096 7.54433 3 0.127979797979798 0.173030303030303 0.000101010101010101 0.000101010101010101 0.9 0.92 0.52 0.58 0.000101010101010101 0.39 "4" 82 0.000101010101010101 0.31 16 78 0.000101010101010101 0.4 1 82 "42" "0" "19" "17" "0" "0" "0" "11" "0" "0" "0" "0" "0" "0" "0" "11" "40" "0" "8" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "11" "42" "19" "0" "39"
"T30.3x10s" 30 "Tran" "1R" "1351142986_950" 9 20 "1R_T30.T3x10_1351142986_950_9_NumPops=30_NumInd=20.bayenv" TRUE 9900 92 51.255 -0.138256556828794 0.25049 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.25 0.565217391304348 0.41304347826087 "../LFMMBayenv2PCAdaptResults/1R_T30.T3x10_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 9.11982 5.51109 15 0.340808080808081 0.0396969696969697 0.000101010101010101 0.000101010101010101 0.793478260869565 0.75 0.652173913043478 0.532608695652174 0.000101010101010101 0.358695652173913 "1" 65 0.000101010101010101 0.0217391304347826 18 58 0.000101010101010101 0.423913043478261 8 64 "34" "1" "4" "0" "7" "1" "13" "9" "0" "0" "1" "0" "0" "0" "0" "22" "24" "1" "4" "0" "4" "1" "10" "2" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "13" "34" "24" "1" "33"
"T30.3x10s" 30 "Tran" "2R" "1351142986_950" 10 20 "2R_T30.T3x10_1351142986_950_10_NumPops=30_NumInd=20.bayenv" TRUE 9900 99 51.824 0.154515265792397 0.24404 0.000101010101010101 0.000101010101010101 0.000101010101010101 0.525252525252525 0.838383838383838 0 "../LFMMBayenv2PCAdaptResults/2R_T30.T3x10_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.74454 4.51307 16 0.282929292929293 0.00696969696969697 0.000101010101010101 0.000101010101010101 0.919191919191919 0.838383838383838 0.848484848484849 0.616161616161616 0.000101010101010101 0.626262626262626 "7" 86 0.000101010101010101 0.484848484848485 17 81 0.000101010101010101 0.535353535353535 7 84 "16" "0" "0" "0" "8" "4" "11" "8" "0" "0" "0" "0" "0" "10" "2" "40" "11" "0" "0" "0" "8" "4" "10" "7" "0" "0" "0" "0" "0" "5" "0" "5" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "12" "16" "19" "0" "64"
"T30.3x10s" 30 "Tran" "IBD" "1351142986_950" 11 20 "IBD_T30.T3x10_1351142986_950_11_NumPops=30_NumInd=20.bayenv" TRUE 9900 100 43.266 0.770336441095149 0.28581 0.000202020202020202 0.000101010101010101 0.000101010101010101 0.99 0.28 0 "../LFMMBayenv2PCAdaptResults/IBD_T30.T3x10_1351142986_950_11_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval" 8.36117 6.33553 11 0.253333333333333 0.0860606060606061 0.000101010101010101 0.000101010101010101 0.99 0.88 0.07 0.1 0.000202020202020202 0.98 "2" 98 0.000101010101010101 0.47 5 97 0.000101010101010101 0.94 6 98 "1" "0" "0" "0" "0" "0" "0" "0" "1" "69" "0" "1" "0" "19" "0" "9" "1" "0" "0" "0" "0" "0" "0" "0" "1" "42" "0" "1" "0" "1" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "0" "7" "1" "0" "70" "29"
